TEC ID,TEC Expiry,Contract Description,Unit ID,Action Notice No.,Loadout Date,Loadout Location,Backload Date,Backload Sheet No.,Description,Size,SWL,Remarks,Status,Cert Validity,Days Offshore,Category,Type,TEC Group,Cert 1 Type,Cert 1 ID,Cert 1 Inspection Date,Cert 1 Expiry Date,Cert 2 Type,Cert 2 ID,Cert 2 Inspection Date,Cert 2 Expiry Date,Cert 3 Type,Cert 3 ID,Cert 3 Inspection Date,Cert 3 Expiry Date
EOG-00375,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,HAMMERING SPANNER,46 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00376,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,HAMMERING SPANNER,50 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00377,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,HAMMERING SPANNER,55 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00378,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,HAMMERING SPANNER,65 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00379,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,HAMMERING SPANNER,75 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00380,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,HAMMERING SPANNER,80 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00381,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,HAMMERING SPANNER,22 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00382,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,HAMMERING SPANNER,27 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00383,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,HAMMERING SPANNER,32 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00384,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,HAMMERING SPANNER,36 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00385,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,HAMMERING SPANNER,41 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00386,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,HAMMERING SPANNER,46 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00387,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 100MM,100 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00388,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 22MM,22 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00389,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 27MM,27 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00390,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 29MM,29 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00391,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 30MM,30 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00392,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 32MM,32 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00393,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 36MM,36 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00394,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 41MM,41 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00395,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 46MM,46 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00396,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 50MM,50 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00397,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 55MM,55 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00398,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 60MM,60 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00399,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 65MM,65 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00400,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 70MM,70 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00401,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 75MM,75 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00402,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,HAMMERING SPANNER 80MM,80 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00403,45437,B09.010 - Hand Hydraulic Pump,EOG-HHP-01/20,,31-May-23,GuA,,,HAND HYDRAULIC PUMP,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00404,45437,B09.010 - Hand Hydraulic Pump,EOG-HHP-02/20,,31-May-23,GuA,,,HAND HYDRAULIC PUMP,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00405,,C01.001 - Consumables Item,N/A,,31-May-23,GuA,,,HAND TAPS M10 X 1.5,M10 X 1.5,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00406,,C01.001 - Consumables Item,N/A,,31-May-23,GuA,,,HAND TAPS M12 X 1.75,M12 X 1.75,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00407,,C01.001 - Consumables Item,N/A,,31-May-23,GuA,,,HAND TAPS M14 X 2.0,M14 X 2.0,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00408,,C01.001 - Consumables Item,N/A,,31-May-23,GuA,,,HAND TAPS M16 X 2.0,M16 X 2.0,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00409,,C01.001 - Consumables Item,N/A,,31-May-23,GuB,,,HOSE CUTTING TOURCH,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00410,,B03.002 - Hydraulic Cable Crimping Tool,N/A,,01-Jan-23,GuA,,,HYDRAULIC CABLE CRIMPING TOOL,N/A,N/A,,,Non-Expiring,576,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00411,,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),550631,GUDP-002/07/2024,23-Jul-23,GuC,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),N/A,N/A,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00412,,B05.030 - Pneumatic Impact Wrench,EOG-PW-30/19,,31-May-23,PaA,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00413,,B05.030 - Pneumatic Impact Wrench,EOG-PW-59/19,,31-May-23,PaA,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00414,,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-83,,31-May-23,PaA,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00417,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,"L SQUARE - 24""","24""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00418,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,"L SQUARE - 18""","18""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00419,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,"L SQUARE - 12""","12""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00420,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuC,,,"L SQUARE - 24""","24""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00421,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,"L SQUARE - 12""","12""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00422,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,"L SQUARE - 24""","24""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00424,45473,B01.004 - Magnetic Drill Stand & Drill,EOG MD 04/19,PAA 01/01/24,25-Feb-24,PaA,,,MAGNETIC DRILL STAND & DRILL,N/A,N/A,,,Non-Expiring,156,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00426,,N01.001 - Miscellaneous Item (Non-Chargeable Non-Expiring),EOG-2021-11-MPT-002,,31-May-23,GuC,,,SOCKET MANUAL PIPE THREADER SET,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00427,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,MEASURING TAPE,5 M,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00428,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,MEASURING TAPE,5 M,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00429,,C01.001 - Consumables Item,N/A,,31-May-23,GuB,,,NITROGEN REGULATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00430,,C01.001 - Consumables Item,N/A,,31-May-23,GuB,,,OXYGEN REGULATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00431,,B01.031 - Pipe Threader Rigid 535,N/A,,31-May-23,GuA,,,PIPE THREADER RIGID 535,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00432,,B01.031 - Pipe Threader Rigid 535,N/A,,31-May-23,GuA,,,PIPE THREADER RIGID 535,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00433,45489,B01.031 - Pipe Threader Rigid 535,EOG-MPT-03/20,,22-Jul-23,GuA,,,PIPE THREADER RIGID 535,N/A,N/A,,,Non-Expiring,374,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00434,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,PIPE WRENCH - 12'',12'',N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00435,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuB,,,"PIPE WRENCH - 24""",24'',N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00436,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,PIPE WRENCH - 12'',12'',N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00437,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,"PIPE WRENCH - 18""","18""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00438,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,"PIPE WRENCH - 24""",24'',N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00448,45291,B01.002 - Pneumatic Drill,EOG-2022-11-PDR-150,,31-May-23,PaA,,,PNEUMATIC DRILL,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00449,45291,B01.002 - Pneumatic Drill,EOG-2022-11-PDR-144,,31-May-23,PaA,,,PNEUMATIC DRILL,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00450,,B01.002 - Pneumatic Drill,EOG-PD-119-20,,31-May-23,PaA,,,PNEUMATIC DRILL,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00451,45291,B01.002 - Pneumatic Drill,EOG-2021-11-PDR-132,,31-May-23,PaA,,,PNEUMATIC DRILL,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00453,45291,B01.002 - Pneumatic Drill,EOG-2022-11-PDR-149,,31-May-23,PaA,,,PNEUMATIC DRILL,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00454,45565,B01.002 - Pneumatic Drill,EOG-2022-11-PDR-137,TUA-001/04/24,14-May-24,TuA,,,PNEUMATIC DRILL,N/A,N/A,,,Non-Expiring,77,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00457,45291,B01.002 - Pneumatic Drill,EOG-HDD-03/20,,31-May-23,GuB,,,PNEUMATIC DRILL  (HEAVY DUTY),N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00458,45291,B01.002 - Pneumatic Drill,EOG-2021-11-PHD-11,,31-May-23,GuB,,,PNEUMATIC DRILL  (HEAVY DUTY),N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00459,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-94,,31-May-23,GuB,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00460,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-103,,31-May-23,GuB,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00461,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-81,,31-May-23,GuB,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00462,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-110,,31-May-23,GuB,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00463,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-108,,31-May-23,GuA,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00465,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-114,,31-May-23,GuA,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00466,,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-101,,31-May-23,GuA,,,"PNEUMATIC GRINDER - 4""","4""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00467,,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-IW-226,,31-May-23,PaA,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00468,45473,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-IW-228,TUA 001/02/24,18-Feb-24,TuA,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00469,,B05.030 - Pneumatic Impact Wrench,EOG-IW-196/20,,31-May-23,PaA,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00471,45327,B01.002 - Pneumatic Drill,EOG-2021-11-PHD-16,,09-Aug-23,GuA,,,PNEUMATIC DRILL (HEAVY DUTY),,,,,Non-Expiring,356,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00478,,B05.030 - Pneumatic Impact Wrench,EOG-IW-20/19,,31-May-23,GuC,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00479,45657,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-82,,31-May-23,GuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00480,45166,B05.030 - Pneumatic Impact Wrench,EOG-PW-37/19,,31-May-23,GuF,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00482,45473,B05.030 - Pneumatic Impact Wrench,EOG-IW-173/20,GUA 05/01/24,12-Feb-24,GuA,15-Jul-24,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,155,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00486,45565,B05.030 - Pneumatic Impact Wrench,EOG-IW-184/20,GUDP 02/05/24,08-Jun-24,GuDP,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,52,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00487,,B05.030 - Pneumatic Impact Wrench,EOG-IW-55/18,,31-May-23,GuC,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00490,45166,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-IW-219,,31-May-23,GuF,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00491,45166,B05.030 - Pneumatic Impact Wrench,EOG-IW-197/20,,31-May-23,GuF,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00493,45473,B05.030 - Pneumatic Impact Wrench,EOG-IW-63/19,GUDP 001/02/24,25-Feb-24,GuDP,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,156,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00494,45166,B05.030 - Pneumatic Impact Wrench,EOG-IW-135/19,,31-May-23,GuF,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-00495,,B01.026 - Pneumatic Jig Saw,EOG-2021-11-189,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00496,45107,B01.026 - Pneumatic Jig Saw,EOG-PJS-137/19,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00497,45107,B01.026 - Pneumatic Jig Saw,EOG-PJS-130/19,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00498,45107,B01.026 - Pneumatic Jig Saw,EOG-PJS-115/19,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00499,45107,B01.026 - Pneumatic Jig Saw,EOG-PJS-122/19,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00500,45182,B01.026 - Pneumatic Jig Saw,EOG-PJS-159/19,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00501,45182,B01.026 - Pneumatic Jig Saw,EOG-PJS-109/19,,31-May-23,PaA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00503,45473,B01.026 - Pneumatic Jig Saw,EOG-PJS-14/18,TEA 03/04/24,03-May-24,TeA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,88,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00506,45166,B01.026 - Pneumatic Jig Saw,EOG-2021-11-PJS-195,,31-May-23,GuF,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00507,45473,B01.026 - Pneumatic Jig Saw,EOG-2021-11-PJS-229,GUDP 003/03/24,15-Apr-24,GuDP,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,106,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00508,45252,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-239,,31-May-23,GuC,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00510,45359,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-264,,14-Mar-23,GuA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,504,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00513,45327,B01.026 - Pneumatic Jig Saw,EOG-PJS-15/19,,09-Aug-23,GuA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,356,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00517,45359,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-244,,14-Mar-23,GuA,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,504,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00520,,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-243,,31-May-23,GuC,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00521,,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-249,,31-May-23,GuC,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00522,,B01.026 - Pneumatic Jig Saw,EOG-PJS-113/19,,31-May-23,GuF,,,PNEUMATIC JIG SAW,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00524,,N01.024 - Pneumatic Pencil Grinder,EOG-PGT-18,,31-May-23,GuB,,,PNEUMATIC PENCIL GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00525,,N01.024 - Pneumatic Pencil Grinder,EOG-2022-11-PPG-34,,31-May-23,GuA,,,PNEUMATIC PENCIL GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00526,,N01.024 - Pneumatic Pencil Grinder,EOG-2022-11-PPG-36,,31-May-23,GuA,,,PNEUMATIC PENCIL GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00527,,N01.024 - Pneumatic Pencil Grinder,EOG-2022-11-PPG-37,,31-May-23,GuA,,,PNEUMATIC PENCIL GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00532,,B04.017 - Pneumatic Descaling Gun,EOG-2021-11-NS-20,,31-May-23,GuB,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00533,,B04.017 - Pneumatic Descaling Gun,EOG-NS 13/20,,31-May-23,PaA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00542,45291,B01.034 - Portable Hydraulic Punch Set,EOG-HPD-01/20,,21-Apr-21,GuA,,,PORTABLE HYDRAULIC PUNCH SET,N/A,N/A,,,Non-Expiring,1196,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-00547,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31-May-23,GuA,,,SCREW DRIVER PHILLIPS,"12""",N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
